e911_calls.ai_crisis_classification,e911_calls.audio_duration_seconds,e911_calls.audio_file_name,e911_calls.call_id,e911_calls.call_priority,e911_calls.call_type,e911_calls.caller_age_estimate,e911_calls.caller_gender,e911_calls.caller_number,e911_calls.dispatcher_id,e911_calls.emotion_analysis,e911_calls.geolocation,e911_calls.incident_address,e911_calls.incident_risk_score,e911_calls.incident_type,e911_calls.known_individuals_involved,e911_calls.language_detected,e911_calls.location_type,e911_calls.notes,e911_calls.prior_incidents_last_30_days,e911_calls.repeat_call_location,e911_calls.response_status,e911_calls.response_time_seconds,e911_calls.response_unit_dispatched,e911_calls.suspected_substances,e911_calls.timestamp_received,e911_calls.transcription_keywords,e911_calls.transcription_source,e911_calls.transcription_status
"{""classified_as"":""None"",""confidence"":0.82,""model_version"":""amazon.titan-text-express-v1""}",106,911-20250426-0311.mp3,911-20250426-0311,Critical,Emergency,87,Female,0016240964966,D5303,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":9.5}","{""census_tract"":""39428"",""county"":""Gilbert"",""latitude"":33.35283,""longitude"":-111.78903,""state"":""MD""}","604 Hunt Drive Apt. 702, Curtisberg, MI 76522",7.0,Traffic Accident,False,English,Residential,Whose whether single entire hundred recent direction American job world house character would money own attention against strategy become available your both to yes.,5,True,Arrived,375,Rescue 1,"[""Alcohol""]",2025-04-26T18:05:09Z,"[""set"",""stay"",""image"",""my"",""by""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",92,911-20250427-0542.mp3,911-20250427-0542,Critical,Emergency,71,Male,71074043368957,D1130,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":9.1}","{""census_tract"":""78327"",""county"":""Palm Valley"",""latitude"":30.17746,""longitude"":-81.38758,""state"":""NC""}","246 Elizabeth Islands Apt. 109, North Ericaton, CT 65560",7.1,Traffic Accident,True,English,Public Park,Professor north clear several phone reflect pay allow activity push per though hair person owner especially leave realize professional view.,1,False,Arrived,132,Rescue 7,"[""Marijuana""]",2025-04-27T06:46:48Z,"[""new"",""gun"",""risk"",""activity"",""answer""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.81,""model_version"":""amazon.titan-text-express-v1""}",111,911-20250510-0582.mp3,911-20250510-0582,Medium,Emergency,85,Female,00762282128219,D6580,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":5.9}","{""census_tract"":""72338"",""county"":""Dumont"",""latitude"":40.94065,""longitude"":-73.99681,""state"":""OH""}","682 Peters Green, Andersonview, WY 28746",5.2,Robbery,False,English,Highway,Production already I process however thought myself write behind dark president enough your minute risk official.,1,False,Arrived,762,Rescue 1,"[""Unknown Pills""]",2025-05-10T21:29:38Z,"[""out"",""culture"",""action"",""federal"",""single"",""popular"",""your"",""issue""]",AWS Transcribe,Completed
"{""classified_as"":""Medical"",""confidence"":0.95,""model_version"":""amazon.titan-text-express-v1""}",174,911-20250413-0206.mp3,911-20250413-0206,Critical,Emergency,34,Other,48595922483958,D7642,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":6.1}","{""census_tract"":""31802"",""county"":""Pottstown"",""latitude"":40.24537,""longitude"":-75.64963,""state"":""VA""}","3522 Smith Mall Apt. 271, West Jacquelineborough, CT 70982",2.9,Mental Health Crisis,True,English,Public Park,Pick until ever star test once figure person idea effort must process back check room evidence enjoy bill someone onto.,0,False,Arrived,1118,Rescue 6,[],2025-04-13T21:39:38Z,"[""learn"",""behind"",""person"",""organization"",""at"",""player"",""third""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",35,911-20250414-0266.mp3,911-20250414-0266,High,Emergency,27,Other,1759574988,D6119,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":8.9}","{""census_tract"":""71194"",""county"":""Indio"",""latitude"":33.7207,""longitude"":-116.21677,""state"":""KY""}","582 Drake Tunnel Apt. 306, Nelsonhaven, NM 95433",2.8,Traffic Accident,False,English,Residential,Thing eat toward unit recently media include hundred note federal drug performance way production simple unit arm.,2,True,Arrived,1126,Rescue 4,"[""Fentanyl""]",2025-04-14T03:17:55Z,"[""yard"",""anything"",""option"",""soon"",""election"",""station"",""never"",""such""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",69,911-20250417-0639.mp3,911-20250417-0639,Critical,Emergency,39,Female,+1355669633895864,D4164,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":7.8}","{""census_tract"":""77959"",""county"":""Murray"",""latitude"":36.61033,""longitude"":-88.31476,""state"":""NY""}","6019 Kimberly Street, Andersonchester, ME 83577",5.9,Drug Overdose,False,English,Commercial,Exist it team student magazine operation course loss risk paper worry bed there capital write stage manager baby serve quickly you fine result put camera.,5,False,Arrived,1079,Rescue 4,"[""Alcohol""]",2025-04-17T05:34:00Z,"[""like"",""region"",""collection"",""cultural""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.94,""model_version"":""amazon.titan-text-express-v1""}",72,911-20250424-0175.mp3,911-20250424-0175,High,Emergency,60,Male,001481717524214955,D6015,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":10.0}","{""census_tract"":""26899"",""county"":""Thomasville"",""latitude"":35.88264,""longitude"":-80.08199,""state"":""TN""}","747 Hines Mills, North Teresa, AZ 48142",9.5,Robbery,True,English,Residential,Health radio media enjoy then radio per popular scientist each start account table fact citizen human authority hold left behavior.,2,True,Arrived,1090,Rescue 13,"[""Marijuana""]",2025-04-24T01:53:59Z,"[""teacher"",""husband"",""tax"",""true"",""can"",""happen"",""suddenly""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.84,""model_version"":""amazon.titan-text-express-v1""}",32,911-20250427-0441.mp3,911-20250427-0441,Medium,Emergency,61,Female,98025308437699,D6808,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":9.6}","{""census_tract"":""10675"",""county"":""Stockbridge"",""latitude"":33.54428,""longitude"":-84.23381,""state"":""NC""}","4477 Marcus Wells Apt. 842, Lake Donald, HI 28365",2.8,Gunshots,True,English,Public Park,East their outside foreign full learn suffer once agreement company material speak address everyone hard article you defense price per.,3,False,Arrived,883,Rescue 6,"[""Alcohol""]",2025-04-27T22:47:26Z,"[""feeling"",""above"",""all"",""bag"",""remember"",""film"",""result""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.83,""model_version"":""amazon.titan-text-express-v1""}",47,911-20250501-0415.mp3,911-20250501-0415,Medium,Emergency,55,Other,948534001276223,D2587,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":5.9}","{""census_tract"":""32072"",""county"":""Fort Washington"",""latitude"":38.70734,""longitude"":-77.02303,""state"":""VA""}","4225 Espinoza Summit Suite 188, East Jamie, SD 72071",3.6,Drug Overdose,False,English,Apartment Complex,Mission his baby rule recently eight politics husband level woman outside win why hot send foot into kitchen especially simple hit.,5,False,Arrived,63,Rescue 16,"[""Alcohol""]",2025-05-01T07:40:08Z,"[""power"",""around"",""price"",""win"",""face""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.85,""model_version"":""amazon.titan-text-express-v1""}",139,911-20250508-0704.mp3,911-20250508-0704,Low,Emergency,51,Other,0012558767350781,D1835,"{""agitation_level"":""Low"",""caller_sentiment"":""Calm"",""urgency_score"":5.6}","{""census_tract"":""84377"",""county"":""Brighton Beach"",""latitude"":40.57788,""longitude"":-73.95958,""state"":""PA""}","83947 Adams Stream Suite 126, West Chelseaborough, MO 88342",4.9,Domestic Disturbance,False,English,School,Free recently eight oil seven on as painting front thousand husband your article hour hope represent brother wrong grow baby else knowledge left.,3,True,Arrived,604,Rescue 7,"[""Fentanyl""]",2025-05-08T17:32:49Z,"[""usually"",""blue"",""of"",""compare"",""while""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.84,""model_version"":""amazon.titan-text-express-v1""}",127,911-20250412-0453.mp3,911-20250412-0453,Medium,Emergency,44,Female,9070547360,D2743,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Panicked"",""urgency_score"":9.0}","{""census_tract"":""33165"",""county"":""Evergreen Park"",""latitude"":41.72059,""longitude"":-87.70172,""state"":""TN""}","9115 Julie Court Apt. 162, Smithhaven, DC 53103",3.0,Traffic Accident,False,English,Public Park,Determine eye matter debate man become cost exist idea now stand his wife represent under world hold.,3,True,Arrived,1160,Rescue 1,"[""Alcohol""]",2025-04-12T12:07:35Z,"[""give"",""occur"",""decade"",""energy"",""light"",""from"",""lay"",""news""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.98,""model_version"":""amazon.titan-text-express-v1""}",128,911-20250417-0515.mp3,911-20250417-0515,Low,Emergency,76,Female,+13046163881687,D3850,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":8.8}","{""census_tract"":""40347"",""county"":""North Tustin"",""latitude"":33.76446,""longitude"":-117.79394,""state"":""KY""}","85690 Burton Shore Suite 568, South Timothy, AZ 02077",6.5,Burglary,False,English,Apartment Complex,Both protect ten language place leader goal executive letter development right sit where develop shoulder page weight minute out pick now billion effort with parent daughter.,0,True,Arrived,275,Rescue 8,[],2025-04-17T03:45:20Z,"[""look"",""choose"",""major"",""station""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.97,""model_version"":""amazon.titan-text-express-v1""}",46,911-20250418-0142.mp3,911-20250418-0142,Low,Emergency,50,Other,+105664187758030,D9582,"{""agitation_level"":""Low"",""caller_sentiment"":""Panicked"",""urgency_score"":5.8}","{""census_tract"":""13847"",""county"":""Toledo"",""latitude"":41.66394,""longitude"":-83.55521,""state"":""NC""}","750 Lee Common Apt. 361, East Frank, CA 82551",5.1,Domestic Disturbance,False,English,Public Park,Blue draw future approach four some want simply people shake personal often beat art almost finish summer assume.,3,True,Arrived,617,Rescue 14,"[""Unknown Pills""]",2025-04-18T03:53:05Z,"[""personal"",""agreement"",""it"",""agency"",""something"",""various"",""subject""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.8,""model_version"":""amazon.titan-text-express-v1""}",103,911-20250424-0762.mp3,911-20250424-0762,Low,Emergency,26,Male,0018730732166,D8811,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":7.3}","{""census_tract"":""29391"",""county"":""Ken Caryl"",""latitude"":39.57582,""longitude"":-105.11221,""state"":""PA""}","107 Courtney Springs Suite 117, East Elizabethview, SC 19745",2.6,Traffic Accident,False,English,Highway,Early story position several including cell issue rate green suggest win expect thousand public enjoy bank in church.,1,True,Arrived,1165,Rescue 19,"[""Marijuana""]",2025-04-24T15:51:31Z,"[""group"",""wear"",""imagine"",""computer"",""without"",""yes""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.86,""model_version"":""amazon.titan-text-express-v1""}",101,911-20250506-0140.mp3,911-20250506-0140,Medium,Emergency,70,Female,+139840289141612,D3501,"{""agitation_level"":""High"",""caller_sentiment"":""Distressed"",""urgency_score"":7.0}","{""census_tract"":""20803"",""county"":""Keene"",""latitude"":42.93369,""longitude"":-72.27814,""state"":""OH""}","3985 Reid Terrace Suite 435, Jasonmouth, UT 18028",5.6,Medical,True,English,Industrial,Mrs skin power back all story public public good spend still group concern should recent across leg view know develop after exactly.,0,False,Arrived,1161,Rescue 18,[],2025-05-06T07:45:51Z,"[""position"",""ability"",""live"",""top"",""pull"",""including"",""time"",""reflect""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",159,911-20250511-0960.mp3,911-20250511-0960,Critical,Emergency,89,Female,2452770508,D6047,"{""agitation_level"":""Low"",""caller_sentiment"":""Distressed"",""urgency_score"":8.7}","{""census_tract"":""28135"",""county"":""Huntley"",""latitude"":42.16808,""longitude"":-88.42814,""state"":""NC""}","5056 Joseph Ville Apt. 888, Ramosshire, MN 03775",3.0,Traffic Accident,True,English,Public Park,Leave just everything resource federal collection big everybody perhaps prevent Mrs finally need thought company professional up very financial fall computer listen join road somebody.,2,False,Arrived,478,Rescue 15,[],2025-05-11T16:36:25Z,"[""big"",""thought"",""both"",""officer""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.88,""model_version"":""amazon.titan-text-express-v1""}",47,911-20250415-0459.mp3,911-20250415-0459,High,Emergency,35,Male,2223369318062,D8838,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Calm"",""urgency_score"":8.8}","{""census_tract"":""51976"",""county"":""Opportunity"",""latitude"":47.64995,""longitude"":-117.23991,""state"":""SC""}","3024 Rebecca Run, Taylorshire, MN 31855",3.5,Burglary,True,English,Commercial,Manager site begin politics everyone hospital professional our top question traditional eight result myself manage decade position education head effort.,5,False,Arrived,974,Rescue 13,"[""Unknown Pills""]",2025-04-15T16:58:36Z,"[""light"",""society"",""play"",""yes"",""recently""]",AWS Transcribe,Completed
"{""classified_as"":""Substance Abuse"",""confidence"":0.87,""model_version"":""amazon.titan-text-express-v1""}",130,911-20250422-0308.mp3,911-20250422-0308,Low,Emergency,41,Female,7971669841,D9385,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":5.7}","{""census_tract"":""20956"",""county"":""Milledgeville"",""latitude"":33.08014,""longitude"":-83.2321,""state"":""VA""}","23740 Castillo Grove Apt. 325, Whitehaven, OR 78504",6.4,Gunshots,True,English,Highway,Close issue write produce ago level middle star music commercial become area citizen program agree sort physical believe.,2,False,Arrived,238,Rescue 15,"[""Unknown Pills""]",2025-04-22T18:48:58Z,"[""eye"",""nothing"",""box"",""particular"",""southern"",""attack""]",AWS Transcribe,Completed
"{""classified_as"":""None"",""confidence"":0.8,""model_version"":""amazon.titan-text-express-v1""}",162,911-20250424-0182.mp3,911-20250424-0182,High,Emergency,56,Other,+18560125625313,D6542,"{""agitation_level"":""High"",""caller_sentiment"":""Calm"",""urgency_score"":9.2}","{""census_tract"":""98857"",""county"":""Boston"",""latitude"":42.35843,""longitude"":-71.05977,""state"":""VA""}","51050 Lewis Port Suite 381, Campbellborough, IL 13990",7.5,Robbery,True,English,Highway,Fish floor culture sort material wrong instead buy commercial force him office expect popular task write treatment expect success idea time truth although.,5,False,Arrived,518,Rescue 19,[],2025-04-24T16:48:03Z,"[""night"",""respond"",""watch"",""space"",""provide"",""off"",""position""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.98,""model_version"":""amazon.titan-text-express-v1""}",171,911-20250502-0006.mp3,911-20250502-0006,High,Emergency,24,Other,+1475107991183842,D5119,"{""agitation_level"":""Moderate"",""caller_sentiment"":""Distressed"",""urgency_score"":7.2}","{""census_tract"":""60019"",""county"":""Tupelo"",""latitude"":34.25807,""longitude"":-88.70464,""state"":""OH""}","USS Suarez, FPO AA 37854",9.0,Traffic Accident,True,English,Highway,Account stage federal professional voice care break blood network evening painting response data plant enough major town suffer begin interest everybody about side PM energy.,5,True,Arrived,1143,Rescue 15,"[""Fentanyl""]",2025-05-02T11:51:07Z,"[""citizen"",""street"",""region"",""particularly""]",AWS Transcribe,Completed
"{""classified_as"":""Violent"",""confidence"":0.93,""model_version"":""amazon.titan-text-express-v1""}",140,911-20250503-0876.mp3,911-20250503-0876,Low,Emergency,88,Male,+16720418629319,D2161,"{""agitation_level"":""High"",""caller_sentiment"":""Panicked"",""urgency_score"":8.9}","{""census_tract"":""36163"",""county"":""Leland"",""latitude"":34.25628,""longitude"":-78.04471,""state"":""SC""}","678 Edwards Spurs, Vaughnfort, AL 15839",9.6,Traffic Accident,False,English,Residential,Study its far doctor suffer total even dinner their call her from generation industry open arm family election green process artist good.,0,True,Arrived,1006,Rescue 2,[],2025-05-03T09:19:23Z,"[""parent"",""century"",""hair"",""east"",""building"",""window"",""for"",""ability""]",AWS Transcribe,Completed
